x1,x2,y
3.360163705187694,3.8725109746876645,1
12.425923787642333,5.496029492176613,1
16.18575673664171,6.921628176299833,1
17.575925476440354,3.8177290320252606,1
14.062204719948259,2.2032473693098877,1
2.999032902440752,15.664957030209166,1
5.802424167749495,6.049386469376389,1
12.978387464267907,7.30299824678834,1
1.8516547452079335,13.646983244461852,1
1.1886967187948967,8.923086810261267,1
8.414813272288153,12.36749638508415,1
7.314323277756942,1.575638611940837,1
8.195576114516609,16.097507893673566,1
7.904325946955558,7.700777120441532,1
17.557686331368004,2.572132745099048,1
4.827736798878791,10.10027146424653,1
1.9797620787896726,0.6364978419577143,1
4.115334640885579,1.4177678802782894,1
1.8879874526271259,13.383810548248013,1
9.313005573062672,3.832401459874736,1
1.1853177950778866,12.359712342184674,1
15.646618943678941,2.0559844029588654,1
9.268139413894787,7.0137102681436705,1
0.6283470540128082,13.414003511413322,1
17.20459341022492,0.6121190515255344,1
11.348626512817894,1.6802289541940565,1
3.6133897917590865,8.916701951777606,1
14.1154803117124,0.5733965401217695,1
0.24529298169000846,0.12654366334954137,1
22.500023196012062,4.164697994541886,1
18.313514251320548,6.356031269706393,1
12.534399493697109,9.926399766622227,1
6.9396156770519,11.238430076416826,1
0.04482074115563872,17.378447807350682,1
16.208305021308153,9.784591236228477,1
18.88860087145018,4.7540332989425265,1
9.304245460904848,14.245914988925096,1
8.818901560336691,12.664761715633343,1
0.3961696746913228,14.142366801782607,1
13.253183110548946,1.7799840347276883,1
1.648352143138358,5.5405497384124605,1
16.605456249362412,2.23373003905063,1
13.607946030615832,7.53313374426041,1
2.4709566646284005,16.457192002392713,1
17.823855402791757,3.444313950077186,1
23.55761168987393,2.7467963207695947,1
12.295823239385584,15.38734024175056,1
3.2868739266452325,5.018196022329483,1
6.086945120596104,14.755560278893654,1
9.46225599783764,0.1401981320965313,1
19.84774608033361,1.1724469340074992,1
1.7611767437522543,8.69803317048285,1
9.420049720907848,8.771313214087609,1
8.642156828128893,0.09435267456197649,1
17.5519244907497,8.822684549637724,1
3.9085843796881,14.74949187649403,1
16.842018984971546,2.5375182806403807,1
10.325307975947805,7.417470157949787,1
10.89630856854006,11.363348999868666,1
6.056613362245303,13.561174742053321,1
19.793707465789634,7.363323404915047,1
5.609582625602576,14.314839609670805,1
0.5060959260606044,15.228074948685546,1
4.712961880571252,10.590223039827759,1
4.972800593328838,14.402788488412652,1
9.129701141559034,10.957208401189567,1
18.399100110130142,3.459150965641906,1
13.524454316292335,12.331426628806497,1
14.535531776892102,7.204115576854358,1
8.936824395630413,16.505580483680763,1
7.643261017815206,1.9812402468648505,1
15.77401132013942,3.776952268327941,1
4.06792325007063,17.361053012845908,1
11.337820612954491,4.922592666121626,1
22.117508754615482,3.530130533564222,1
3.881694034656463,17.12667089770106,1
5.321202826084124,12.008705112204359,1
0.6821227389314393,16.20834635747005,1
13.078634172247025,8.977717968002457,1
0.4105825346161316,9.901593850410476,1
19.558766258958734,1.760201861234701,1
10.627278847602152,6.809326303620338,1
15.035992325982253,8.61778780550701,1
7.472167579769094,17.139310787209222,1
4.036575069865085,14.134875240148713,1
12.80466660281779,3.2724886703019544,1
7.213982820882271,11.290824971910093,1
9.04797400773957,6.46673960452474,1
11.944339856218043,1.798238958094652,1
17.28197233434625,0.3864081991203381,1
5.774366819027429,10.719663377635053,1
4.988825646706603,15.70039483276556,1
6.076846207641939,10.268655384372884,1
10.72571873325671,10.629449911675717,1
7.773593033911946,7.397937658593837,1
6.240311391844763,13.781297100203616,1
2.229536176479275,2.3094856703823634,1
15.477615625773442,9.119924707638248,1
5.670407876915889,7.7351701638254164,1
16.5401526745299,2.1797797772958587,1
1.1468284424754884,2.4527414918831623,1
20.230294962810625,2.6454047758760932,1
5.839259433018114,10.279964722010869,1
1.2871260789627907,17.40901455583746,1
14.18953725013162,1.8757147335779276,1
2.4394141063664154,8.929526758518126,1
12.218607857892511,14.42179051666131,1
23.825483086535893,2.0711879303544207,1
18.18689789190773,1.2843590209615605,1
22.2073440228359,5.789989466003666,1
5.22290275967263,10.315229058015817,1
12.84780349386487,13.943361837936044,1
13.736551087703647,11.840713782091974,1
13.053238167219238,4.349745196448538,1
8.696720019143642,13.681313895464868,1
31.405446327697312,10.504503811032368,-1
11.170869853522802,24.653776583741127,-1
17.415868828310813,48.02253768027909,-1
21.228969519897415,47.33411183197985,-1
29.780165694433542,49.386261408134246,-1
20.899042495520458,15.825690012930165,-1
14.52953000698287,43.49698681235176,-1
12.213851712562079,48.21144886352629,-1
21.632482264389232,53.28116328461408,-1
30.87819295386317,41.73977791614007,-1
20.50529569597487,52.880400146343085,-1
15.872196802227123,46.121597920773375,-1
1.6144099581312403,34.30044389358536,-1
3.474369267624734,33.80880727514225,-1
7.283855845563025,44.686706800104254,-1
18.01605737000424,54.31297079679007,-1
4.306471308514048,45.328924876979315,-1
24.33776546235479,17.129463589853813,-1
21.015778867482993,17.66380664774925,-1
20.105453246270113,38.09397656395457,-1
24.590539776295497,43.65633075046706,-1
31.176439992985966,50.81469929078546,-1
24.7351768170819,36.481212117097385,-1
5.988619199932277,31.907425933008586,-1
4.4043330030538,40.14390204464468,-1
17.196415553324453,43.04105169751555,-1
8.573714769259254,51.48749012409336,-1
4.465780742467185,47.253864588740306,-1
7.9566299164757694,37.117147558538875,-1
25.928659169805872,47.325275864436335,-1
24.410232572310807,20.220080587114982,-1
14.646627412149346,39.31808117461087,-1
1.9883609820963315,48.26379237159681,-1
20.13874710698749,14.904277385655707,-1
30.096408405709575,31.30060983241937,-1
25.38590402712248,19.280468995653774,-1
28.74808963270401,33.00500252676449,-1
24.735620426245823,15.845106133865071,-1
21.518840925550727,20.011252656947,-1
20.86431570157557,36.23124841635556,-1
16.627923796730183,54.70432375357035,-1
10.059789830748734,49.27463413993477,-1
6.326647719312252,49.81734723757305,-1
10.816449188616467,32.42508859790686,-1
17.130647540010678,48.02046082676689,-1
8.30345286371626,35.21957945813555,-1
6.348609191834672,49.42724316826589,-1
15.581455740055354,44.58921476119794,-1
5.419458114199941,41.474509453616506,-1
10.65254371526429,29.457948831223952,-1
24.034131367481095,46.52148687647837,-1
30.82061601566694,11.910601304831205,-1
18.92676336602439,28.291968733885543,-1
13.98978214058716,50.993298990076795,-1
22.62704780962455,23.581198212098137,-1
31.321921506618562,14.98030871120631,-1
23.975215241319813,11.061180736322296,-1
25.08860463560921,23.93676256599538,-1
31.07421340190216,5.073218933240077,-1
22.8501358864632,25.933719027186235,-1
13.36132586493072,23.391485225004452,-1
25.189582974027577,43.77149885807271,-1
22.860845451954212,23.953391814532576,-1
13.62252699548116,35.34101663044978,-1
28.734988042614376,30.810402897537582,-1
8.80423479437377,28.29402468608133,-1
30.017950512834442,18.21070487080917,-1
2.199470853960836,37.763808401443725,-1
21.625939514394084,42.717187183996,-1
8.154929158758758,30.236192250107134,-1
30.422445768749846,7.215340422410507,-1
7.705134626917523,42.336655190718915,-1
26.183342286034843,20.053683861396255,-1
27.90700287477081,39.6522532240433,-1
30.81182764916645,46.47716724425337,-1
7.9163095065328335,49.91529756931551,-1
28.315350462177832,28.158877529862725,-1
15.299328296655311,21.9916490438782,-1
7.742733807035972,41.080092288544606,-1
16.999286308772533,24.212149090633275,-1
23.48409103862257,26.623068649322548,-1
22.261645937724282,25.907882127405074,-1
11.168682860559485,27.842141695279945,-1
25.336480961387608,31.7895379074739,-1
9.006767215880835,40.57324931156699,-1
31.508519048002327,26.415076172002557,-1
15.39321407366701,29.21393066700269,-1
12.452678908045765,46.87702109282333,-1
14.493397693900512,20.79332476313828,-1
23.18815032730678,43.86611677287984,-1
15.48787304344594,28.065349469784703,-1
7.120118583203183,41.083731034184325,-1
30.264694515111096,42.14827030708089,-1
31.08584311715619,46.14369205074587,-1
27.331258019728292,38.603198832560025,-1
24.424103498745207,48.5033131879199,-1
28.571481603138427,27.82655706073257,-1
11.75399879396278,40.29911675424302,-1
21.58722004765626,23.429244980938712,-1
1.9831345051495823,45.86774787370551,-1
27.125698072243917,9.588850205000803,-1
